READ,825827,31,12,18968
READ,1045,51,226,18977
READ,382,43,293,18985
READ,16994,35,79,18996
READ,324076,29,1326,19004
READ,0,54,387,19034
READ,582,37,637,19082
READ,1432,32,1211,19110
READ,0,42,140,19140
READ,21,24,107,19216
READ,21,28,30,19217
READ,375,55,256,19222
READ,7666285,39,521,19234
READ,4335244,28,264,19285
READ,17,22,366,19290
READ,0,29,16,19295
READ,191,42,266,19338
READ,2874250,28,231,19394
READ,14116,29,841,19419
READ,413541,48,65,19428
DELETE,3,29,83,19434
READ,284,28,14,19444
READ,3047,33,51,19452
READ,2,32,49,19461
DELETE,20,26,4445,19474
READ,258931,41,2693,19476
READ,21925,29,903,19491
READ,159723,44,165,19492
READ,2427486,31,34,19554
READ,550072,32,192,19587
DELETE,9511467,31,253,19590
READ,7,39,21,19604
READ,425572,44,67,19629
READ,1377263,37,25,19634
DELETE,7175204,53,292,19642
READ,3,50,116,19689
READ,119279,26,187,19704
READ,581725,29,88,19723
READ,1281533,27,79,19732
READ,242880,36,128,19741
READ,5809,42,58,19745
READ,4117228,30,259,19766
READ,75713,33,1052,19867
READ,99233,23,30,19877
READ,38,28,266,19918
READ,287118,27,260,19920
READ,153,41,34,19965
READ,9617520,50,136,19970
READ,35,24,370,19976
READ,27438,26,353,19992
READ,171,21,1306,19995
READ,3553124,28,471,20027
READ,33270,31,86,20034
READ,1693,32,32,20036
READ,2,35,1053,20044
DELETE,2700,34,82,20066
READ,21,33,48,20084
READ,823,33,188,20091
READ,18,28,136,20109
READ,1,25,84,20133
READ,395553,42,90,20164
READ,3,28,279,20176
READ,6784,31,114,20210
READ,206337,32,1141,20240
READ,3,52,48,20241
READ,14,39,137,20255
READ,327,37,23,20279
READ,6709,46,58,20302
READ,6465,35,856,20315
READ,95,20,25,20324
READ,114,21,446,20353
DELETE,3889,37,307,20406
READ,14331,23,51,20437
READ,762913,26,323,20459
